,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Date_formatted,season,season_name,Hour,time_of_day,Month,Day,rating_label,Cummulative_Sales
767,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.11,86.25,2/13/2019,13:59:00,Cash,82.14,4.76,4.11,6.3,2019-02-13,1,Winter,13,Noon,2,13,Low,163460.18999999992
582,339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.3,195.26,2/13/2019,15:06:00,Credit card,185.96,4.76,9.3,8.0,2019-02-13,1,Winter,15,Noon,2,13,High,163655.44999999992
455,767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,16:59:00,Cash,147.8,4.76,7.39,6.9,2019-02-13,1,Winter,16,Noon,2,13,Moderate,163810.63999999993
392,563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.84,80.66,2/13/2019,18:27:00,Ewallet,76.82,4.76,3.84,7.2,2019-02-13,1,Winter,18,Evening,2,13,Moderate,163891.29999999993
843,549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.49,31.23,2/13/2019,18:15:00,Credit card,29.74,4.76,1.49,8.9,2019-02-13,1,Winter,18,Evening,2,13,Very High,163922.52999999994
446,235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26:00,Credit card,276.6,4.76,13.83,8.9,2019-02-14,1,Winter,11,Morning,2,14,Very High,164212.95999999993
824,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.03,441.59,2/14/2019,11:36:00,Credit card,420.56,4.76,21.03,4.5,2019-02-14,1,Winter,11,Morning,2,14,Very low,164654.54999999993
904,545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.83,122.47,2/14/2019,12:42:00,Ewallet,116.64,4.76,5.83,6.0,2019-02-14,1,Winter,12,Morning,2,14,Low,164777.01999999993
64,853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.15,318.11,2/14/2019,14:35:00,Cash,302.96,4.76,15.15,7.6,2019-02-14,1,Winter,14,Noon,2,14,High,165095.12999999992
833,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.57,95.86,2/14/2019,14:42:00,Ewallet,91.3,4.76,4.57,9.2,2019-02-14,1,Winter,14,Noon,2,14,Very High,165190.9899999999
344,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.7,140.65,2/14/2019,15:04:00,Cash,133.95,4.76,6.7,6.2,2019-02-14,1,Winter,15,Noon,2,14,Low,165331.6399999999
120,638-60-7125,A,Yangon,Normal,Female,Electronic accessories,99.56,8,39.82,836.3,2/14/2019,17:03:00,Credit card,796.48,4.76,39.82,5.2,2019-02-14,1,Winter,17,Evening,2,14,Very low,166167.9399999999
315,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.94,208.68,2/14/2019,17:29:00,Cash,198.74,4.76,9.94,5.2,2019-02-14,1,Winter,17,Evening,2,14,Very low,166376.61999999988
689,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.06,211.36,2/15/2019,10:36:00,Cash,201.3,4.76,10.06,7.5,2019-02-15,1,Winter,10,Morning,2,15,Moderate,166587.97999999986
469,233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.94,103.78,2/15/2019,11:21:00,Cash,98.84,4.76,4.94,8.4,2019-02-15,1,Winter,11,Morning,2,15,High,166691.75999999986
112,227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84,7,25.49,535.37,2/15/2019,12:44:00,Cash,509.88,4.76,25.49,8.4,2019-02-15,1,Winter,12,Morning,2,15,High,167227.12999999986
204,394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.44,93.29,2/15/2019,12:42:00,Credit card,88.85,4.76,4.44,5.4,2019-02-15,1,Winter,12,Morning,2,15,Low,167320.41999999987
390,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.07,253.51,2/15/2019,12:31:00,Cash,241.44,4.76,12.07,8.1,2019-02-15,1,Winter,12,Morning,2,15,High,167573.92999999988
481,246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12:00,Cash,328.0,4.76,16.4,6.2,2019-02-15,1,Winter,12,Morning,2,15,Low,167918.32999999987
596,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2/15/2019,13:30:00,Credit card,156.6,4.76,7.83,9.5,2019-02-15,1,Winter,13,Noon,2,15,Very High,168082.75999999986
858,234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.28,362.82,2/15/2019,13:51:00,Cash,345.54,4.76,17.28,5.1,2019-02-15,1,Winter,13,Noon,2,15,Very low,168445.57999999987
350,860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,14:53:00,Credit card,993.0,4.76,49.65,6.6,2019-02-15,1,Winter,14,Noon,2,15,Moderate,169488.22999999986
456,710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2/15/2019,14:15:00,Credit card,696.6,4.76,34.83,4.5,2019-02-15,1,Winter,14,Noon,2,15,Very low,170219.65999999986
840,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.79,163.61,2/15/2019,15:21:00,Cash,155.82,4.76,7.79,7.9,2019-02-15,1,Winter,15,Noon,2,15,High,170383.26999999984
60,285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.71,77.93,2/15/2019,17:47:00,Credit card,74.22,4.76,3.71,10.0,2019-02-15,1,Winter,17,Evening,2,15,Very High,170461.19999999984
280,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.98,587.66,2/15/2019,17:01:00,Credit card,559.68,4.76,27.98,6.4,2019-02-15,1,Winter,17,Evening,2,15,Low,171048.85999999984
673,556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.46,282.58,2/15/2019,17:10:00,Credit card,269.12,4.76,13.46,9.3,2019-02-15,1,Winter,17,Evening,2,15,Very High,171331.43999999983
926,321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.42,92.73,2/15/2019,17:38:00,Credit card,88.31,4.76,4.42,5.2,2019-02-15,1,Winter,17,Evening,2,15,Very low,171424.16999999984
322,372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.58,96.14,2/15/2019,18:03:00,Ewallet,91.56,4.76,4.58,9.8,2019-02-15,1,Winter,18,Evening,2,15,Very High,171520.30999999985
342,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.92,565.22,2/15/2019,20:21:00,Cash,538.3,4.76,26.92,7.7,2019-02-15,1,Winter,20,Evening,2,15,High,172085.52999999985
791,400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2/15/2019,20:21:00,Credit card,274.2,4.76,13.71,9.2,2019-02-15,1,Winter,20,Evening,2,15,Very High,172373.43999999986
928,431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.71,833.96,2/15/2019,20:51:00,Credit card,794.25,4.76,39.71,7.6,2019-02-15,1,Winter,20,Evening,2,15,High,173207.39999999985
855,895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.43,345.02,2/16/2019,10:52:00,Cash,328.59,4.76,16.43,4.2,2019-02-16,1,Winter,10,Morning,2,16,Very low,173552.41999999984
870,873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.69,182.43,2/16/2019,10:33:00,Credit card,173.74,4.76,8.69,7.1,2019-02-16,1,Winter,10,Morning,2,16,Moderate,173734.84999999983
138,241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.96,545.05,2/16/2019,12:21:00,Cash,519.1,4.76,25.96,8.2,2019-02-16,1,Winter,12,Morning,2,16,High,174279.89999999982
668,408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.31,300.57,2/16/2019,14:19:00,Ewallet,286.26,4.76,14.31,4.4,2019-02-16,1,Winter,14,Noon,2,16,Very low,174580.46999999983
624,598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.57,95.92,2/16/2019,15:42:00,Cash,91.35,4.76,4.57,6.8,2019-02-16,1,Winter,15,Noon,2,16,Moderate,174676.38999999984
644,273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.01,63.26,2/16/2019,15:53:00,Ewallet,60.25,4.76,3.01,5.5,2019-02-16,1,Winter,15,Noon,2,16,Low,174739.64999999985
404,587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.23,718.76,2/16/2019,17:30:00,Ewallet,684.53,4.76,34.23,4.9,2019-02-16,1,Winter,17,Evening,2,16,Very low,175458.40999999986
654,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.04,252.76,2/16/2019,18:04:00,Credit card,240.72,4.76,12.04,9.4,2019-02-16,1,Winter,18,Evening,2,16,Very High,175711.16999999987
23,636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2/17/2019,11:15:00,Ewallet,172.8,4.76,8.64,9.9,2019-02-17,1,Winter,11,Morning,2,17,Very High,175892.60999999987
360,612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.38,680.06,2/17/2019,11:12:00,Credit card,647.68,4.76,32.38,7.4,2019-02-17,1,Winter,11,Morning,2,17,Moderate,176572.66999999987
718,788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.81,142.95,2/17/2019,13:34:00,Credit card,136.14,4.76,6.81,7.2,2019-02-17,1,Winter,13,Noon,2,17,Moderate,176715.61999999988
133,590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.24,550.93,2/17/2019,14:40:00,Credit card,524.7,4.76,26.24,8.8,2019-02-17,1,Winter,14,Noon,2,17,Very High,177266.54999999987
756,785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.3,300.22,2/17/2019,15:28:00,Ewallet,285.92,4.76,14.3,4.9,2019-02-17,1,Winter,15,Noon,2,17,Very low,177566.76999999987
772,201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.8,499.73,2/17/2019,16:50:00,Ewallet,475.93,4.76,23.8,5.7,2019-02-17,1,Winter,16,Noon,2,17,Low,178066.49999999988
938,131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.81,290.08,2/17/2019,16:27:00,Cash,276.27,4.76,13.81,4.2,2019-02-17,1,Winter,16,Noon,2,17,Very low,178356.57999999987
307,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.52,745.84,2/17/2019,17:09:00,Cash,710.32,4.76,35.52,4.1,2019-02-17,1,Winter,17,Evening,2,17,Very low,179102.41999999987
331,634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.93,103.64,2/17/2019,17:27:00,Credit card,98.7,4.76,4.93,9.1,2019-02-17,1,Winter,17,Evening,2,17,Very High,179206.05999999988
222,389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.95,62.0,2/17/2019,18:06:00,Cash,59.05,4.76,2.95,9.4,2019-02-17,1,Winter,18,Evening,2,17,Very High,179268.05999999988
199,420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.85,374.8,2/17/2019,19:57:00,Credit card,356.95,4.76,17.85,5.5,2019-02-17,1,Winter,19,Evening,2,17,Low,179642.85999999987
529,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.14,926.95,2/17/2019,19:41:00,Cash,882.81,4.76,44.14,9.3,2019-02-17,1,Winter,19,Evening,2,17,Very High,180569.80999999988
597,123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,21.0,440.94,2/17/2019,19:11:00,Ewallet,419.94,4.76,21.0,5.3,2019-02-17,1,Winter,19,Evening,2,17,Low,181010.74999999988
994,652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.05,64.0,2/18/2019,11:40:00,Ewallet,60.95,4.76,3.05,5.9,2019-02-18,1,Winter,11,Morning,2,18,Low,181074.74999999988
999,849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.92,649.3,2/18/2019,13:28:00,Cash,618.38,4.76,30.92,6.6,2019-02-18,1,Winter,13,Noon,2,18,Moderate,181724.04999999987
986,764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.48,31.0,2/18/2019,14:42:00,Ewallet,29.52,4.76,1.48,4.3,2019-02-18,1,Winter,14,Noon,2,18,Very low,181755.04999999987
137,354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.33,216.85,2/18/2019,15:39:00,Cash,206.52,4.76,10.33,9.8,2019-02-18,1,Winter,15,Noon,2,18,Very High,181971.89999999988
319,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.81,185.09,2/18/2019,16:28:00,Ewallet,176.28,4.76,8.81,8.4,2019-02-18,1,Winter,16,Noon,2,18,High,182156.98999999987
135,597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,13.53,284.19,2/18/2019,19:39:00,Cash,270.66,4.76,13.53,6.2,2019-02-18,1,Winter,19,Evening,2,18,Low,182441.17999999988
292,278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.12,65.6,2/18/2019,20:29:00,Cash,62.48,4.76,3.12,4.7,2019-02-18,1,Winter,20,Evening,2,18,Very low,182506.77999999988
851,409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.85,206.81,2/19/2019,10:12:00,Ewallet,196.96,4.76,9.85,9.2,2019-02-19,1,Winter,10,Morning,2,19,Very High,182713.58999999988
786,886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.76,603.88,2/19/2019,11:33:00,Ewallet,575.12,4.76,28.76,5.5,2019-02-19,1,Winter,11,Morning,2,19,Low,183317.46999999988
943,449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.7,266.65,2/19/2019,14:53:00,Credit card,253.95,4.76,12.7,5.3,2019-02-19,1,Winter,14,Noon,2,19,Low,183584.11999999988
712,183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.93,733.6,2/19/2019,15:14:00,Ewallet,698.67,4.76,34.93,7.2,2019-02-19,1,Winter,15,Noon,2,19,Moderate,184317.71999999988
959,384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.4,932.34,2/19/2019,15:07:00,Cash,887.94,4.76,44.4,8.4,2019-02-19,1,Winter,15,Noon,2,19,High,185250.05999999988
364,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.25,173.21,2/19/2019,16:23:00,Cash,164.96,4.76,8.25,7.1,2019-02-19,1,Winter,16,Noon,2,19,Moderate,185423.26999999987
676,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.43,470.99,2/19/2019,19:29:00,Credit card,448.56,4.76,22.43,7.3,2019-02-19,1,Winter,19,Evening,2,19,Moderate,185894.25999999986
698,868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.31,657.53,2/19/2019,19:38:00,Credit card,626.22,4.76,31.31,7.8,2019-02-19,1,Winter,19,Evening,2,19,High,186551.78999999986
780,629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2/19/2019,19:24:00,Cash,174.4,4.76,8.72,8.3,2019-02-19,1,Winter,19,Evening,2,19,High,186734.90999999986
9,692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84,3,8.23,172.75,2/20/2019,13:27:00,Credit card,164.52,4.76,8.23,5.9,2019-02-20,1,Winter,13,Noon,2,20,Low,186907.65999999986
666,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.66,181.88,2/20/2019,13:06:00,Ewallet,173.22,4.76,8.66,7.7,2019-02-20,1,Winter,13,Noon,2,20,High,187089.53999999986
860,848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.31,90.58,2/20/2019,13:24:00,Ewallet,86.27,4.76,4.31,7.0,2019-02-20,1,Winter,13,Noon,2,20,Moderate,187180.11999999985
155,782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.07,484.52,2/20/2019,15:55:00,Credit card,461.45,4.76,23.07,9.0,2019-02-20,1,Winter,15,Noon,2,20,Very High,187664.63999999984
164,548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2/20/2019,15:24:00,Credit card,399.0,4.76,19.95,5.9,2019-02-20,1,Winter,15,Noon,2,20,Low,188083.58999999985
743,546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.77,79.15,2/20/2019,15:29:00,Ewallet,75.38,4.76,3.77,9.5,2019-02-20,1,Winter,15,Noon,2,20,Very High,188162.73999999985
882,311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,16.0,335.9,2/20/2019,15:18:00,Credit card,319.9,4.76,16.0,9.9,2019-02-20,1,Winter,15,Noon,2,20,Very High,188498.63999999984
387,725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,16:49:00,Credit card,323.2,4.76,16.16,10.0,2019-02-20,1,Winter,16,Noon,2,20,Very High,188837.99999999983
285,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01:00,Cash,333.4,4.76,16.67,7.6,2019-02-20,1,Winter,18,Evening,2,20,High,189188.06999999983
576,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43:00,Cash,241.2,4.76,12.06,5.8,2019-02-20,1,Winter,18,Evening,2,20,Low,189441.32999999984
890,389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.92,439.22,2/21/2019,10:26:00,Cash,418.3,4.76,20.92,7.2,2019-02-21,1,Winter,10,Morning,2,21,Moderate,189880.54999999984
664,714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2/21/2019,11:39:00,Cash,197.6,4.76,9.88,7.7,2019-02-21,1,Winter,11,Morning,2,21,High,190088.02999999985
223,279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.63,13.17,2/21/2019,12:38:00,Cash,12.54,4.76,0.63,8.2,2019-02-21,1,Winter,12,Morning,2,21,High,190101.19999999987
950,503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.99,125.72,2/21/2019,12:40:00,Ewallet,119.73,4.76,5.99,9.3,2019-02-21,1,Winter,12,Morning,2,21,Very High,190226.91999999987
217,319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.2,298.12,2/21/2019,16:55:00,Cash,283.92,4.76,14.2,5.5,2019-02-21,1,Winter,16,Noon,2,21,Low,190525.03999999986
233,269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.76,310.04,2/21/2019,18:31:00,Cash,295.28,4.76,14.76,6.7,2019-02-21,1,Winter,18,Evening,2,21,Moderate,190835.07999999987
143,488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.52,31.93,2/22/2019,10:36:00,Credit card,30.41,4.76,1.52,8.4,2019-02-22,1,Winter,10,Morning,2,22,High,190867.00999999986
403,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.94,208.69,2/22/2019,10:43:00,Ewallet,198.75,4.76,9.94,9.6,2019-02-22,1,Winter,10,Morning,2,22,Very High,191075.69999999987
551,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.44,513.23,2/22/2019,10:49:00,Cash,488.79,4.76,24.44,8.9,2019-02-22,1,Winter,10,Morning,2,22,Very High,191588.92999999988
918,777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.35,217.26,2/22/2019,11:26:00,Ewallet,206.91,4.76,10.35,8.7,2019-02-22,1,Winter,11,Morning,2,22,High,191806.1899999999
752,807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2/22/2019,12:30:00,Ewallet,174.2,4.76,8.71,7.0,2019-02-22,1,Winter,12,Morning,2,22,Moderate,191989.0999999999
922,838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.27,26.73,2/22/2019,12:10:00,Credit card,25.46,4.76,1.27,5.2,2019-02-22,1,Winter,12,Morning,2,22,Very low,192015.8299999999
797,864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,12.24,257.14,2/22/2019,15:15:00,Cash,244.9,4.76,12.24,8.1,2019-02-22,1,Winter,15,Noon,2,22,High,192272.9699999999
998,347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.29,69.11,2/22/2019,15:33:00,Cash,65.82,4.76,3.29,4.1,2019-02-22,1,Winter,15,Noon,2,22,Very low,192342.0799999999
377,743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.42,701.85,2/22/2019,18:17:00,Ewallet,668.43,4.76,33.42,8.7,2019-02-22,1,Winter,18,Evening,2,22,High,193043.9299999999
434,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.37,49.81,2/22/2019,18:19:00,Credit card,47.44,4.76,2.37,6.8,2019-02-22,1,Winter,18,Evening,2,22,Moderate,193093.7399999999
993,690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.74,183.64,2/22/2019,18:35:00,Ewallet,174.9,4.76,8.74,6.6,2019-02-22,1,Winter,18,Evening,2,22,Moderate,193277.37999999992
804,831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.02,714.33,2/23/2019,11:12:00,Cash,680.31,4.76,34.02,8.0,2019-02-23,1,Winter,11,Morning,2,23,High,193991.7099999999
304,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.98,125.66,2/23/2019,12:29:00,Cash,119.68,4.76,5.98,8.6,2019-02-23,1,Winter,12,Morning,2,23,High,194117.3699999999
459,729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.79,37.68,2/23/2019,16:52:00,Credit card,35.89,4.76,1.79,7.9,2019-02-23,1,Winter,16,Noon,2,23,High,194155.0499999999
83,787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.07,337.51,2/23/2019,18:45:00,Credit card,321.44,4.76,16.07,8.3,2019-02-23,1,Winter,18,Evening,2,23,High,194492.5599999999
677,274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.69,308.57,2/23/2019,18:30:00,Cash,293.88,4.76,14.69,6.0,2019-02-23,1,Winter,18,Evening,2,23,Low,194801.12999999992
514,503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.44,429.17,2/23/2019,19:49:00,Credit card,408.73,4.76,20.44,8.2,2019-02-23,1,Winter,19,Evening,2,23,High,195230.29999999993
640,695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.82,311.19,2/23/2019,20:00:00,Ewallet,296.37,4.76,14.82,6.4,2019-02-23,1,Winter,20,Evening,2,23,Low,195541.48999999993
667,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.59,75.47,2/23/2019,20:43:00,Ewallet,71.88,4.76,3.59,6.4,2019-02-23,1,Winter,20,Evening,2,23,Low,195616.95999999993
61,803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.72,351.1,2/24/2019,10:55:00,Ewallet,334.38,4.76,16.72,7.0,2019-02-24,1,Winter,10,Morning,2,24,Moderate,195968.05999999994
821,186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.77,100.13,2/24/2019,10:10:00,Credit card,95.36,4.76,4.77,4.1,2019-02-24,1,Winter,10,Morning,2,24,Very low,196068.18999999994
7,315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,36.78,772.38,2/24/2019,11:38:00,Ewallet,735.6,4.76,36.78,8.0,2019-02-24,1,Winter,11,Morning,2,24,High,196840.56999999995
337,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.39,365.08,2/24/2019,13:02:00,Cash,347.7,4.76,17.39,5.2,2019-02-24,1,Winter,13,Noon,2,24,Very low,197205.64999999994
784,516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2/24/2019,13:08:00,Ewallet,50.8,4.76,2.54,4.1,2019-02-24,1,Winter,13,Noon,2,24,Very low,197258.98999999993
949,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.57,222.01,2/24/2019,14:26:00,Ewallet,211.44,4.76,10.57,8.9,2019-02-24,1,Winter,14,Noon,2,24,Very High,197480.99999999994
649,740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2/24/2019,16:44:00,Cash,247.4,4.76,12.37,7.1,2019-02-24,1,Winter,16,Noon,2,24,Moderate,197740.76999999993
811,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,18:06:00,Credit card,402.6,4.76,20.13,5.0,2019-02-24,1,Winter,18,Evening,2,24,Very low,198163.49999999994
675,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.38,175.92,2/24/2019,19:57:00,Cash,167.54,4.76,8.38,4.6,2019-02-24,1,Winter,19,Evening,2,24,Very low,198339.41999999995
20,300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,2/25/2019,11:24:00,Ewallet,430.2,4.76,21.51,4.8,2019-02-25,1,Winter,11,Morning,2,25,Very low,198791.12999999995
853,866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.4,554.29,2/25/2019,11:58:00,Ewallet,527.9,4.76,26.4,10.0,2019-02-25,1,Winter,11,Morning,2,25,Very High,199345.41999999995
952,574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2/25/2019,13:22:00,Ewallet,251.4,4.76,12.57,8.7,2019-02-25,1,Winter,13,Noon,2,25,High,199609.38999999996
6,355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84,6,20.65,433.69,2/25/2019,14:36:00,Ewallet,413.04,4.76,20.65,5.8,2019-02-25,1,Winter,14,Noon,2,25,Low,200043.07999999996
165,505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.03,357.59,2/25/2019,14:12:00,Ewallet,340.56,4.76,17.03,5.6,2019-02-25,1,Winter,14,Noon,2,25,Low,200400.66999999995
302,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.43,51.04,2/25/2019,15:31:00,Cash,48.61,4.76,2.43,4.4,2019-02-25,1,Winter,15,Noon,2,25,Very low,200451.70999999996
161,275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.18,66.87,2/25/2019,16:21:00,Cash,63.69,4.76,3.18,6.0,2019-02-25,1,Winter,16,Noon,2,25,Low,200518.57999999996
504,511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.42,92.87,2/25/2019,16:36:00,Credit card,88.45,4.76,4.42,9.5,2019-02-25,1,Winter,16,Noon,2,25,Very High,200611.44999999995
